comparison,correlation_with_consistency
vanilla_vs_summary fsl,-0.16612229388551847
vanilla_vs_naive correctness fsl,0.07798816753277123
vanilla_vs_simple tree,0.14923122660736582
vanilla_vs_complex tree,0.05841001400077868
vanilla_vs_vanilla_no_cot,0.16490113013433738
vanilla_vs_summary,0.11484246780033244
vanilla_vs_simple verify fsl,0.03787804387525837
vanilla_vs_complex verify fsl,0.07227472876994477
vanilla_vs_summary verify fsl,0.1352667792815362
vanilla_vs_simple verify,0.123764417526172
vanilla_vs_complex verify,0.12757107831128664
vanilla_vs_summary verify,0.03000002218149467
