comparison,correlation_with_consistency
vanilla_vs_summary fsl,-0.1203857068147364
vanilla_vs_naive correctness fsl,-0.11221099642564833
vanilla_vs_simple tree,0.005351901774715775
vanilla_vs_complex tree,-0.10179456121207103
vanilla_vs_vanilla_no_cot,-0.16880216969471012
vanilla_vs_summary,0.00358979028143596
vanilla_vs_simple verify fsl,-0.11022032373994466
vanilla_vs_complex verify fsl,-0.10921674021217365
vanilla_vs_summary verify fsl,-0.08574214789172488
vanilla_vs_simple verify,-0.04727297491678367
vanilla_vs_complex verify,0.0632987770683286
vanilla_vs_summary verify,0.04411240222291624
