comparison,correlation_with_consistency
vanilla_vs_summary fsl,-0.10310860194698583
vanilla_vs_naive correctness fsl,-0.11478268354823594
vanilla_vs_simple tree,0.004661597991831058
vanilla_vs_complex tree,0.007631789713317311
vanilla_vs_vanilla_no_cot,0.01123993050484571
vanilla_vs_summary,-0.07219218443174191
vanilla_vs_simple verify fsl,-0.012460046320289313
vanilla_vs_complex verify fsl,-0.029278476560513685
vanilla_vs_summary verify fsl,-0.0746824072386088
vanilla_vs_simple verify,-0.06144615821647315
vanilla_vs_complex verify,0.07343517750033605
vanilla_vs_summary verify,0.08695328046381577
