comparison,correlation_with_consistency
vanilla_vs_summary fsl,-0.04421704801386722
vanilla_vs_naive correctness fsl,-0.11910517721326888
vanilla_vs_simple tree,0.17618897348614287
vanilla_vs_complex tree,-0.05217327199991749
vanilla_vs_vanilla_no_cot,-0.08859989356744252
vanilla_vs_summary,0.02872059684034573
vanilla_vs_simple verify fsl,-0.12447748998871677
vanilla_vs_complex verify fsl,-0.1465735013900995
vanilla_vs_summary verify fsl,-0.04064777925644981
vanilla_vs_simple verify,-0.07377594912948603
vanilla_vs_complex verify,0.03377774696222065
vanilla_vs_summary verify,-0.07762527118158183
