comparison,correlation_with_consistency
vanilla_vs_summary fsl,-0.009889185850172172
vanilla_vs_naive correctness fsl,-0.038656359495626444
vanilla_vs_simple tree,0.04819862133803164
vanilla_vs_complex tree,-0.052340610567635414
vanilla_vs_vanilla_no_cot,-0.021282265046744426
vanilla_vs_summary,-0.02633028905536843
vanilla_vs_simple verify fsl,0.004836246211589988
vanilla_vs_complex verify fsl,0.00037079189249938026
vanilla_vs_summary verify fsl,-0.016672082748348287
vanilla_vs_simple verify,0.030268196796065214
vanilla_vs_complex verify,0.041752442937023314
vanilla_vs_summary verify,0.03217329605477966
