comparison,correlation_with_consistency
vanilla_vs_summary fsl,0.22033504588734062
vanilla_vs_naive correctness fsl,0.0008999376288122006
vanilla_vs_simple tree,0.08850485379056686
vanilla_vs_complex tree,0.04725864570280112
vanilla_vs_vanilla_no_cot,-0.07449030714637246
vanilla_vs_summary,0.3064690044565023
vanilla_vs_simple verify fsl,-0.04043629609898376
vanilla_vs_complex verify fsl,-0.04757804177953501
vanilla_vs_summary verify fsl,0.04023089556073576
vanilla_vs_simple verify,0.01090358354012466
vanilla_vs_complex verify,0.11160082508628177
vanilla_vs_summary verify,0.10216366920820527
