comparison,correlation_with_consistency
vanilla_vs_summary fsl,-0.004153411531699524
vanilla_vs_naive correctness fsl,-0.007807135188816869
vanilla_vs_simple tree,0.0006644029503046151
vanilla_vs_complex tree,-0.0406193304435684
vanilla_vs_vanilla_no_cot,0.06385086772328638
vanilla_vs_summary,-0.002651642174000028
vanilla_vs_simple verify fsl,0.002578880382942932
vanilla_vs_complex verify fsl,-0.05252865850115706
vanilla_vs_summary verify fsl,0.061459191149080064
vanilla_vs_simple verify,0.051495922766552266
vanilla_vs_complex verify,0.08633016518502631
vanilla_vs_summary verify,0.11067311928608084
