comparison,correlation_with_consistency
vanilla_vs_summary fsl,0.03946167810689856
vanilla_vs_naive correctness fsl,0.08425636276122149
vanilla_vs_simple tree,-0.04918117618603889
vanilla_vs_complex tree,3.643153323038902e-17
vanilla_vs_vanilla_no_cot,-0.032262522594971595
vanilla_vs_summary,0.010366544349155958
vanilla_vs_simple verify fsl,0.029295575500853967
vanilla_vs_complex verify fsl,0.03372860894579172
vanilla_vs_summary verify fsl,-0.09020921218219818
vanilla_vs_simple verify,0.015341509271020385
vanilla_vs_complex verify,0.009118468589495679
vanilla_vs_summary verify,0.04373931141076073
