Task ID,Dataset,model_created,model_run,description,Code,Test Result,Correctness,Post,original correctness,naive correctness,data file
Mbpp/612,mbpp,llama3-70b,gpt-3.5-turbo-0125,"Write a python function which takes a list of lists, where each sublist has two elements, and returns a list of two lists where the first list has the first element of each sublist and the second one has the second.","def merge(list_of_lists):
    return [list(element[0] for element in list_of_lists), list(element[1] for element in list_of_lists)]
",,True,"The function accepts a parameter `list_of_lists`, which is a list of lists with exactly two elements in each sublist. It then returns two new lists: one containing the first elements of each sublist in `list_of_lists`, and the other containing the second elements of each sublist. The code does not handle cases where the input `list_of_lists` is empty or contains sublists with fewer or more than two elements.",True,False,pilot_mbpp4.json
Mbpp/612,mbpp,gpt-4o,gpt-3.5-turbo-0125,"Write a python function which takes a list of lists, where each sublist has two elements, and returns a list of two lists where the first list has the first element of each sublist and the second one has the second.","def merge(list_of_lists):
    first_elements = [sublist[0] for sublist in list_of_lists]
    second_elements = [sublist[1] for sublist in list_of_lists]
    return [first_elements, second_elements]

# Test cases
assert merge([['x', 'y'], ['a', 'b'], ['m', 'n']]) == [['x', 'a', 'm'], ['y', 'b', 'n']]
assert merge([[1, 2], [3, 4], [5, 6], [7, 8]]) == [[1, 3, 5, 7], [2, 4, 6, 8]]
assert merge([[[1], [2]], [[3], [4]], [[5], [6]], [[7], [8]]]) == [[[1], [3], [5], [7]], [[2], [4], [6], [8]]]

print(""All test cases passed!"")
",,True,"The function accepts a parameter list_of_lists, extracts the first elements of each sublist into first_elements, and the second elements of each sublist into second_elements. It then returns a list containing first_elements and second_elements. The function assumes that list_of_lists is a list of lists where each sublist contains exactly two elements.",True,True,pilot_mbpp4.json
Mbpp/250,mbpp,llama3-70b,gpt-3.5-turbo-0125,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, elem):
    return tup.count(elem)
",,True,"The function accepts a tuple `tup` and an element `elem`, and returns the count of `elem` in `tup`. The function assumes that `elem` is present in `tup`.",True,True,pilot_mbpp4.json
Mbpp/250,mbpp,gpt-4o,gpt-3.5-turbo-0125,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, element):
    return tup.count(element)

# Tests
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),4) == 0
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),10) == 3
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),8) == 4
",,True,"The function accepts a tuple `tup` and an element `element`, and returns the count of `element` in `tup`. The function accurately calculates the count of `element` in `tup` for all data types of `element` within the tuple.",True,True,pilot_mbpp4.json
Mbpp/252,mbpp,llama3-70b,gpt-3.5-turbo-0125,Write a python function to convert complex numbers to polar coordinates.,"import cmath
def convert(c):
    return (abs(c), cmath.phase(c))
",,True,The function `func` accepts a complex number `c` as a parameter and returns the absolute value and phase of `c`.,False,True,pilot_mbpp4.json
Mbpp/252,mbpp,gpt-4o,gpt-3.5-turbo-0125,Write a python function to convert complex numbers to polar coordinates.,"import cmath

def convert(num):
    return cmath.polar(complex(num))

# Test cases
assert convert(1) == (1.0, 0.0)
assert convert(4) == (4.0, 0.0)
assert convert(5) == (5.0, 0.0)
",,True,The function accepts a complex number `num` and returns its polar coordinates.,False,False,pilot_mbpp4.json
Mbpp/478,mbpp,llama3-70b,gpt-3.5-turbo-0125,Write a function to remove lowercase substrings from a given string.,"def remove_lowercase(s: str) -> str:
    return ''.join(c for c in s if c.isupper())
",,True,"The function accepts a string `s` and returns a new string containing only the uppercase characters from the input string. If the input string has no uppercase characters, the function will return an empty string.",True,False,pilot_mbpp4.json
Mbpp/478,mbpp,gpt-4o,gpt-3.5-turbo-0125,Write a function to remove lowercase substrings from a given string.,"def remove_lowercase(s: str) -> str:
    return ''.join([char for char in s if char.isupper()])

# Testing the function
assert remove_lowercase(""PYTHon"") == 'PYTH'
assert remove_lowercase(""FInD"") == 'FID'
assert remove_lowercase(""STRinG"") == 'STRG'
",,True,The function accepts a string `s` and returns a new string containing only the uppercase letters from the original string `s`.,True,True,pilot_mbpp4.json
Mbpp/309,mbpp,llama3-70b,gpt-3.5-turbo-0125,Write a python function to find the maximum of two numbers.,"def maximum(a, b):
    return max(a, b)
",,True,"The function accepts two integer parameters a and b, and returns the maximum value between them.",True,True,pilot_mbpp4.json
Mbpp/309,mbpp,gpt-4o,gpt-3.5-turbo-0125,Write a python function to find the maximum of two numbers.,"def maximum(a, b):
    return a if a > b else b

# Test cases to verify the implementation
assert maximum(5, 10) == 10
assert maximum(-1, -2) == -1
assert maximum(9, 7) == 9
",,True,"The function accepts two integer parameters `a` and `b` and returns the greater value between them. If `a` is equal to `b`, the function returns either `a` or `b`, as both are the same.",True,True,pilot_mbpp4.json
