comparison,correlation_with_consistency
vanilla_vs_summary fsl,0.054892037007731875
vanilla_vs_naive correctness fsl,-0.048900384839282995
vanilla_vs_simple tree,0.11136643027364138
vanilla_vs_complex tree,0.10543603046754138
vanilla_vs_vanilla_no_cot,0.05557303067942073
vanilla_vs_summary,0.1522968107757773
vanilla_vs_simple verify fsl,-0.08472520176566273
vanilla_vs_complex verify fsl,-0.013216970130213614
vanilla_vs_summary verify fsl,0.010725497307629672
vanilla_vs_simple verify,0.020563523936100624
vanilla_vs_complex verify,-0.021639264717406934
vanilla_vs_summary verify,-0.036316060333305145
