comparison,correlation_with_consistency
vanilla_vs_summary fsl,0.17876703242965356
vanilla_vs_naive correctness fsl,0.0234768752747607
vanilla_vs_simple tree,0.20465601511838058
vanilla_vs_complex tree,0.18208542331374214
vanilla_vs_vanilla_no_cot,0.0020860505265107303
vanilla_vs_summary,0.17606503844245663
vanilla_vs_simple verify fsl,0.1774976527824434
vanilla_vs_complex verify fsl,0.16846143554296936
vanilla_vs_summary verify fsl,0.12216268997498515
vanilla_vs_simple verify,-0.11552578019458534
vanilla_vs_complex verify,-0.04713091944055366
vanilla_vs_summary verify,0.14398059562293802
