comparison,correlation_with_consistency
vanilla_vs_summary fsl,0.16973184366816416
vanilla_vs_naive correctness fsl,-0.020214866806690646
vanilla_vs_simple tree,0.10914248766496949
vanilla_vs_complex tree,0.10513546272757443
vanilla_vs_vanilla_no_cot,-0.04441437618185214
vanilla_vs_summary,0.17075562042359052
vanilla_vs_simple verify fsl,0.0088412138922603
vanilla_vs_complex verify fsl,0.009466560725322473
vanilla_vs_summary verify fsl,0.0020977103079888844
vanilla_vs_simple verify,-0.01528131352311023
vanilla_vs_complex verify,-0.004373371956210983
vanilla_vs_summary verify,0.13520092753289925
