comparison,correlation_with_consistency
vanilla_vs_summary fsl,0.07607706567697005
vanilla_vs_naive correctness fsl,-0.05815168321379656
vanilla_vs_simple tree,0.14034843751666853
vanilla_vs_complex tree,0.03059075094913427
vanilla_vs_vanilla_no_cot,-0.09844461966441395
vanilla_vs_summary,0.19224131900096755
vanilla_vs_simple verify fsl,-0.03451236425120363
vanilla_vs_complex verify fsl,0.05563291346915184
vanilla_vs_summary verify fsl,-0.011573010659870401
vanilla_vs_simple verify,-0.10844616377989413
vanilla_vs_complex verify,-0.09336446942342029
vanilla_vs_summary verify,-0.03813147099285629
