comparison,correlation_with_consistency
vanilla_vs_summary fsl,-0.07666793203235725
vanilla_vs_naive correctness fsl,-0.0886864432431646
vanilla_vs_simple tree,0.057816963827909525
vanilla_vs_complex tree,0.06406817881407663
vanilla_vs_vanilla_no_cot,-0.06114601024449119
vanilla_vs_summary,-0.05044911597463691
vanilla_vs_simple verify fsl,0.12824199040248563
vanilla_vs_complex verify fsl,0.11301267682303204
vanilla_vs_summary verify fsl,-0.07914267124512521
vanilla_vs_simple verify,0.029210584708497682
vanilla_vs_complex verify,-0.020057112154610677
vanilla_vs_summary verify,0.05958235957451522
