question_id,generation_passes,generation_total,generation_pass_rate,generation_tokens,repair_passes,repair_total,repair_pass_rate,repair_tokens
0728,11,35,0.3142857142857143,1114.0,3,35,0.08571428571428572,1725.0
0757,34,34,1.0,1254.0,0,0,0.0,0.0
0765,0,33,0.0,1006.0,0,33,0.0,1164.0
0788,0,33,0.0,677.0,3,33,0.09090909090909091,900.0
0794,0,32,0.0,973.0,0,32,0.0,1433.0
0804,32,32,1.0,867.0,0,0,0.0,0.0
0805,20,32,0.625,1180.0,0,32,0.0,2615.0
0811,32,32,1.0,826.0,0,0,0.0,0.0
0829,0,31,0.0,1467.0,0,31,0.0,2816.0
0879,0,30,0.0,972.0,0,30,0.0,1693.0
0904,29,29,1.0,786.0,0,0,0.0,0.0
0915,0,29,0.0,889.0,0,29,0.0,1117.0
0925,0,29,0.0,1188.0,0,29,0.0,1766.0
0937,2,28,0.07142857142857142,1323.0,0,28,0.0,1799.0
0948,14,28,0.5,977.0,14,28,0.5,1272.0
Overall,174,467,0.37259100642398285,1033.2666666666667,20,340,0.058823529411764705,1220.0
