question_id,generation_passes,generation_total,generation_pass_rate,generation_tokens,repair_passes,repair_total,repair_pass_rate,repair_tokens
1149,13,23,0.5652173913043478,959.0,11,23,0.4782608695652174,1228.0
1168,10,23,0.43478260869565216,1323.0,10,23,0.43478260869565216,1736.0
1185,15,22,0.6818181818181818,965.0,5,22,0.22727272727272727,1317.0
1221,5,22,0.22727272727272727,1069.0,3,22,0.13636363636363635,1596.0
1232,21,21,1.0,1128.0,0,0,0.0,0.0
1256,21,21,1.0,859.0,0,0,0.0,0.0
1257,1,21,0.047619047619047616,1137.0,1,21,0.047619047619047616,1639.0
1280,20,20,1.0,1241.0,0,0,0.0,0.0
1285,18,20,0.9,1360.0,18,20,0.9,2004.0
1299,7,20,0.35,1425.0,0,20,0.0,1630.0
1317,10,20,0.5,1100.0,9,20,0.45,1924.0
1347,2,19,0.10526315789473684,1325.0,0,19,0.0,1768.0
1380,17,18,0.9444444444444444,1106.0,7,18,0.3888888888888889,1930.0
1392,5,18,0.2777777777777778,785.0,2,18,0.1111111111111111,1106.0
1393,3,18,0.16666666666666666,1310.0,3,18,0.16666666666666666,1728.0
Overall,168,306,0.5490196078431373,1139.4666666666667,69,244,0.2827868852459016,1307.0666666666666
