question_id,generation_passes,generation_total,generation_pass_rate,generation_tokens,repair_passes,repair_total,repair_pass_rate,repair_tokens
2295,0,5,0.0,906.0,1,5,0.2,941.0
2326,2,4,0.5,1202.0,2,4,0.5,1373.0
2328,1,4,0.25,1034.0,1,4,0.25,1372.0
2332,0,4,0.0,1302.0,0,4,0.0,2373.0
2342,3,4,0.75,1459.0,2,4,0.5,2502.0
2361,4,4,1.0,1251.0,0,0,0.0,0.0
2369,1,4,0.25,995.0,1,4,0.25,1580.0
2407,2,3,0.6666666666666666,1466.0,0,3,0.0,1726.0
2408,0,3,0.0,1877.0,1,3,0.3333333333333333,3093.0
2418,0,3,0.0,1498.0,0,3,0.0,2188.0
2455,0,3,0.0,1207.0,0,3,0.0,2078.0
2463,0,3,0.0,1133.0,0,3,0.0,2129.0
2511,0,3,0.0,1641.0,0,3,0.0,1683.0
2515,3,3,1.0,1610.0,0,0,0.0,0.0
2516,3,3,1.0,1014.0,0,0,0.0,0.0
Overall,19,53,0.3584905660377358,1306.3333333333333,8,43,0.18604651162790697,1535.8666666666666
