question_id,generation_passes,generation_total,generation_pass_rate,generation_tokens,repair_passes,repair_total,repair_pass_rate,repair_tokens
0954,28,28,1.0,931.0,0,0,0.0,0.0
0955,9,28,0.32142857142857145,1192.0,9,28,0.32142857142857145,1855.0
0972,13,27,0.48148148148148145,1043.0,13,27,0.48148148148148145,1561.0
0985,27,27,1.0,1081.0,0,0,0.0,0.0
0989,12,27,0.4444444444444444,1002.0,5,27,0.18518518518518517,1163.0
1018,14,26,0.5384615384615384,1382.0,15,26,0.5769230769230769,1675.0
1019,3,26,0.11538461538461539,927.0,0,26,0.0,1482.0
1033,5,26,0.19230769230769232,1320.0,2,26,0.07692307692307693,1737.0
1046,25,25,1.0,1097.0,0,0,0.0,0.0
1076,0,25,0.0,1275.0,0,25,0.0,2325.0
1133,0,23,0.0,1049.0,0,23,0.0,1778.0
1140,0,23,0.0,968.0,0,23,0.0,1964.0
1141,0,23,0.0,1025.0,0,23,0.0,1554.0
1145,0,23,0.0,919.0,0,23,0.0,1079.0
1146,11,23,0.4782608695652174,954.0,17,23,0.7391304347826086,1265.0
Overall,147,380,0.3868421052631579,1077.6666666666667,61,300,0.20333333333333334,1295.8666666666666
