comparison,correlation_with_consistency
vanilla_vs_summary fsl,0.11455430296833921
vanilla_vs_naive correctness fsl,0.07666821447575173
vanilla_vs_simple tree,0.0019437515128331345
vanilla_vs_complex tree,0.08305494159826526
vanilla_vs_vanilla_no_cot,-0.079132186751125
vanilla_vs_summary,0.06989431847422815
vanilla_vs_simple verify fsl,0.06742688787786365
vanilla_vs_complex verify fsl,0.0433883876436806
vanilla_vs_summary verify fsl,-9.681312547884805e-05
vanilla_vs_simple verify,0.20989981784277362
vanilla_vs_complex verify,0.09294552475346252
vanilla_vs_summary verify,0.10499083339999875
