comparison,correlation_with_consistency
vanilla_vs_summary fsl,-0.02183792350929999
vanilla_vs_naive correctness fsl,-0.02820558232955316
vanilla_vs_simple tree,-0.1517218397717573
vanilla_vs_complex tree,-0.1100490816052072
vanilla_vs_vanilla_no_cot,0.08449836541984146
vanilla_vs_summary,-0.07328713347195788
vanilla_vs_simple verify fsl,-0.005127872355452275
vanilla_vs_complex verify fsl,0.018152615429671067
vanilla_vs_summary verify fsl,-0.15812830794001906
vanilla_vs_simple verify,0.062322264734493545
vanilla_vs_complex verify,0.02610007329736769
vanilla_vs_summary verify,-0.03594059857289422
