comparison,correlation_with_consistency
vanilla_vs_summary fsl,-0.13651826381271867
vanilla_vs_naive correctness fsl,-0.1493189375818119
vanilla_vs_simple tree,-0.03473363112711229
vanilla_vs_complex tree,0.016013969396118162
vanilla_vs_vanilla_no_cot,-0.009067784655597278
vanilla_vs_summary,-0.08606143564089898
vanilla_vs_simple verify fsl,-0.004079975202173138
vanilla_vs_complex verify fsl,0.0011592087316916035
vanilla_vs_summary verify fsl,-0.12112664581213566
vanilla_vs_simple verify,0.0072028718713804795
vanilla_vs_complex verify,0.023114299160957016
vanilla_vs_summary verify,0.06443874044577226
