comparison,correlation_with_consistency
vanilla_vs_summary fsl,0.07387861324134358
vanilla_vs_naive correctness fsl,0.059539085761002114
vanilla_vs_simple tree,-0.006964646936544567
vanilla_vs_complex tree,0.008280767971650657
vanilla_vs_vanilla_no_cot,0.11364223963899307
vanilla_vs_summary,0.046515709013602455
vanilla_vs_simple verify fsl,0.10226034940320351
vanilla_vs_complex verify fsl,-0.09225279899064144
vanilla_vs_summary verify fsl,0.16190291618121322
vanilla_vs_simple verify,-0.024716631940855705
vanilla_vs_complex verify,0.00023459099145752804
vanilla_vs_summary verify,0.19215566070354625
