comparison,correlation_with_consistency
vanilla_vs_summary fsl,-0.07359776612212461
vanilla_vs_naive correctness fsl,-0.06116363808464556
vanilla_vs_simple tree,-0.03136011315366392
vanilla_vs_complex tree,-0.020724122327996718
vanilla_vs_vanilla_no_cot,0.05474696541589969
vanilla_vs_summary,0.06048902317000617
vanilla_vs_simple verify fsl,-0.014961267806566933
vanilla_vs_complex verify fsl,0.007425011955172293
vanilla_vs_summary verify fsl,-0.02594117879755509
vanilla_vs_simple verify,0.08206038924581088
vanilla_vs_complex verify,0.00916005319230806
vanilla_vs_summary verify,0.026882910075703422
