comparison,correlation_with_consistency
vanilla_vs_summary fsl,-0.07817449308258072
vanilla_vs_naive correctness fsl,0.05882530954250632
vanilla_vs_simple tree,-0.09323448839851868
vanilla_vs_complex tree,-0.024066963934442853
vanilla_vs_vanilla_no_cot,-0.04992100060573038
vanilla_vs_summary,0.10792672338732641
vanilla_vs_simple verify fsl,-0.04519379409424998
vanilla_vs_complex verify fsl,0.039581769260463535
vanilla_vs_summary verify fsl,0.09731799981383081
vanilla_vs_simple verify,0.17373501411079606
vanilla_vs_complex verify,-0.05813956051163995
vanilla_vs_summary verify,-0.07061678614426543
